Code Colour,Code number,Names,Qty,Publisher,Author,Language,類別
Red,BC0068,我信神是我的元帥,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0069,我信神是我的亮光,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0070,我信神是我的保護,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0071,我信神是我的密友,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0072,我信神是我的產業,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0073,我信神是我的榮耀,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0074,我信神是我的希望,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0075,我信神是我的神,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0076,我信神是我的安慰,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0077,我信神是我的力量,1,生命文化事業有限公司,靈修系列編輯組,中文,靈修
Red,BC0078,珍貴的片刻,2,天道書樓有限公司,邁爾著,中文,靈修
Red,BC0079,荒漠甘泉,1,海天書樓出版社,考門夫人,中文,靈修
Red,BC0080,每日讀經釋義 1996 第四季,4,香港讀經會,,中文,靈修
Red,BC0081,每日讀經釋義 1997 第一季,2,香港讀經會,,中文,靈修
Red,BC0082,每日讀經釋義 1997 第二季,2,香港讀經會,,中文,靈修
Red,BC0083,每日讀經釋義 1997 第四季,1,香港讀經會,,中文,靈修
Red,BC0084,每日讀經釋義 1998 第一季,1,香港讀經會,,中文,靈修
Red,BC0085,每日讀經釋義 1998 第二季,1,香港讀經會,,中文,靈修
Red,BC0086,每日讀經釋義 1998 第三季,1,香港讀經會,,中文,靈修
Red,BC0087,365靈命日糧精選,1,基督橄欖文化出版,狄漢馬丁等,中文,靈修
Red,BC0088,365家庭崇拜,1,天道書樓有限公司,肯令等著,中文,靈修
Red,BC0089,與耶穌真心話大冒險,1,校園書房出版社,美國青人歸主協會,中文,靈修
Red,BC0090,把祢放在我心上,1,福音證主協會,迪絲汀,中文,靈修
Red,BC0091,戀愛靈旅,2,基道出版社,賓‧楊，撒母耳‧亞當斯,中文,靈修
Red,BC0092,尊主為大,1,J-Media,<尊主為大>編輯工作組,中文,靈修
Red,BC0093,愛得不一樣,2,主流福音傳播,林德麟、李蓉蓉、張夢蘭編撰,中文,靈修
Black,CC0001,荒原上 – 司務道教士自傳之二,1,靈實醫院靈實福音佈道團,司務道教士,中文,宣教
Black,CC0002,劍橋七傑,1,校園書房出版社,John Pollock著 饒孝榛譯,中文,宣教
Black,CC0003,鋼鐵般的靈魂,1,大光書房出版,珍妮汪伯納著 何曉東譯,中文,宣教
Black,CC0004,富善,1,福音文宣社,林振時著,中文,宣教
Black,CC0005,再上小村路,1,宣道出版社,林鏡初著,中文,宣教
Black,CC0006,權能的道,1,宣道出版社,薜洛瓊‧普佩蒂著,中文,宣教
Black,CC0007,宣信行述,1,宣道出版社,湯普信著 陸忠信譯 ,中文,宣教
Black,CC0008,走出安樂窩,1,甘界福音動員會,韋華,中文,宣教
Black,CC0009,初到貴境,2,宣道出版社,狄立禮著 樂恩年譯,中文,宣教
Black,CC0010,愛是一生的堅持,1,彭蒙惠英語出版社,彭蒙惠,中文,宣教
Black,CC0011,戴德生—摯愛中華,4,褔音證主協會,史蒂亞著 梁元生譯,中文,宣教
Black,CC0012,攀上高峰,1,中國信徒佈道會,林安國著,中文,宣教
Black,CC0013,靈火淬煉—中國大陸教會復興的秘訣,1,中國福音會出版部,趙天恩著,中文,宣教
Black,CC0014,捨網—給獻身宣教者,1,校園書房出版社,高力富著,中文,宣教
Black,CC0015,咫尺天涯—中國教會的近貌,1,褔音證主協會,董婉儀編,中文,宣教
Black,CC0016,你也能參與宣教,1,校園書房出版社,高力富著 吳秀蘭譯,中文,宣教
Black,CC0017,從使徒行傳看宣道與差傳,1,校園書房出版社,蘇恩佩,中文,宣教
Black,CC0018,宣教一種生命的態度,1,校園書房出版社,白思傑及雷馬強佐,中文,宣教
Black,CC0019,富能仁新傳,1,福音文宣社,EILEEN CROSSMAN著  冉超智譯,中文,宣教
Black,CC0020,陝西羚蹤 – 司務道教士自傳之一,2,靈實醫院靈實福音佈道團,司務道教士,中文,宣教
Black,CE0001,Green Leaf in Drought,1,An Omf book,Isobel Kuhn,英文,宣教
Black,CE0002,John and Betty Stam: A story of triumph,1,Moody Press,Mrs. Howard Taylor,英文,宣教
Green,DC0001,壞鬼神學漫畫版6,1,明風出版社,羅秉祥,中文,護教
Green,DC0002,談鬼,1,突破出版社,羅錫為編著,中文,護教
Green,DC0003,科學理論與聖經真理,2,香港基督徒學生福音團契,陳慶德、林榮洪著,中文,護教
Green,DC0004,神秘主義 基督教與東方神秘主義比較,3,香港基督徒短期宣教訓練中心暨佈道資源供應中心,張佳音著,中文,護教
Green,DC0005,神與佛 基督教與佛教比較,4,香港基督徒短期宣教訓練中心暨佈道資源供應中心,張佳音著,中文,護教
Green,DC0006,棄假歸真 基督教與傳統民間信仰比較,4,香港基督徒短期宣教訓練中心暨佈道資源供應中心,張佳音著,中文,護教
Green,DC0007,靈界揭秘 靈界個案實錄,4,香港基督徒短期宣教訓練中心暨佈道資源供應中心,張佳音著,中文,護教
Green,DC0008,耶和華見證人的真相,2,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0009,棄假歸真,2,香港基督徒短期宣教訓練中心暨佈道資源供應中心,滕張佳音,中文,護教
Green,DC0010,非Q版信仰,1,學生福音團契出版社,"溫淑芳, 戴德正, 王賜惠, 何翰庭",中文,護教
Green,DC0011,末世預言綜覽,1,天道書樓,陸維信著 李保羅譯,中文,護教
Green,DC0012,漫天烽火待黎明,1,海天書樓,葛培理著 余也魯譯,中文,護教
Green,DC0013,新紀元答客問,1,天道書樓,卜勒遜著 徐美珍譯,中文,護教
Green,DC0014,面對異端,3,天道書樓,賴瑞仁著,中文,護教
Green,DC0015,耶和華見證人的內幕,1,宣道出版社,何克漢著 萬德成譯,中文,護教
Green,DC0016,聖經與末世事件,1,天道書樓,胡里昂著 褚永華譯,中文,護教
Green,DC0017,苦罪懸謎,1,天道書樓,梁燕城著,中文,護教
Green,DC0018,千載懸疑,1,天道書樓,麥道衛著 許立中譯,中文,護教
Green,DC0019,達文西密碼真相,1,聖經資源中心,阿邦尼斯,中文,護教
Green,DC0020,護教小貼士,1,香港基督徒短期宣教訓練中心暨佈道資源供應中心,張國良編,中文,護教
Green,DC0021,異端辨惑,1,天道書樓有限公司,蘇穎智,中文,護教
Green,DC0022,黑白分明,1,宣道出版社,羅秉祥,中文,護教
Green,DC0023,天主教的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0024,新紀元運動的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0025,自尊、心理學與康復運動的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0026,進化論與創造論的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0027,死後生命的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0028,墮胎的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0029,通靈的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0030,天使的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0031,耶穌研討會的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0032,摩門教的真相,1,天道書樓有限公司,安克伯 韋爾登合著,中文,護教
Green,DC0033,中國民間信仰揭秘,1,香港短宣中心,馬國棟、劉志良合著,中文,護教
Green,DC0034,第三隻眼看伊斯蘭教,1,校園書房出版社,王瑞珍、劉幸枝合著,中文,護教
Green,DC0035,佛教真相,1,中福出版有限公司,張國騤,中文,護教
White,EC0001,殉教譜,2,天道書樓有限公司,魏威爾著 何碧瑩,中文,見證
White,EC0002,失明給我的挑戰,2,浸信會出版社,程文輝著,中文,見證
White,EC0003,踏出神秘迷官,2,香港基督徒短期宣教訓練中心暨佈道資源供應中心,張佳音著,中文,見證
White,EC0004,不滅的燈火 吳勇長老回憶錄(中),1,財團法人基督教宇宙光傳播中心出版社,吳勇口述 何曉東整理,中文,見證
White,EC0005,不滅的燈火 吳勇長老回憶錄(下),1,財團法人基督教宇宙光傳播中心出版社,吳勇口述 何曉東整理,中文,見證
White,EC0006,縱使怒濤澎湃,1,浸信會出版社,范喬治編 王麗英譯,中文,見證
White,EC0007,祭壇上的心聲,1,天道書樓有限公司,邵慶彰,中文,見證
White,EC0008,在火窰與獅穴中(王明道先生苦難的見證,2,宣道書局出版,王明道著,中文,見證
White,EC0009,返璞歸真,2,海天書樓,魯益士著,中文,見證
White,EC0010,死後的回顧,1,橄欖基金會,孫大信著 江金龍譯,中文,見證
White,EC0011,赤地之穗,3,中國福音會出版部,陳鐳,中文,見證
White,EC0012,杖與竿,1,聖道出版社,楊濬哲著,中文,見證
White,EC0013,馨香的事奉—林獻羔見證,1,天道書樓,鄭藍著,中文,見證
White,EC0014,穹蒼頌讚述神恩—澳紐華人信徒見證集,1,澳洲中國信徒佈道會,黃建輝編著,中文,見證
White,EC0015,行過死蔭的幽谷,1,中國福音會出版部,水邊著,中文,見證
White,EC0016,在這磐石上-一個日本護士克已奉獻創立教會的記述,1,環球聖經公會有限公司,哥斯頓,中文,見證
White,EC0017,背逆的青年-穆勒喬治在布利斯托爾,1,環球聖經公會有限公司,貝信德,中文,見證
White,EC0018,風火生命顯神恩,1,飛鷹出版社,辛傑米,中文,見證
White,EC0019,OT真荒謬,1,福音證主協會,蔣慧莉,中文,見證
White,EC0020,人生留影,1,更新資源(香港)有限公司,楊伍秀孄,中文,見證
White,EC0021,從永富到永富,1,福音證主協會,司徒永富,中文,見證
White,EC0022,卓越人生-創新與力行的百貨業之王,1,雅歌出版社,全光,中文,見證
White,EC0023,得分﹗上帝的豪小子,1,校園書房出版社,麥克．約基、傑西．弗雷亞合著,中文,見證
White,EE0001,21 Great Scientists Who Believed The Bible,1,Answers In Gensis,Ann Lamont,英文,見證
White,EE0002,Hidden Gold,1,Marshall Picking,Barbara Bazley,英文,見證
White,EE0003,The Greatest Lesson(MEN),1,World Publishing,Bill Bright,英文,見證
White,EE0004,The Greatest Lesson(Women),1,World Publishing,Bill Bright,英文,見證
White,EE0005,A Mother's Heart,1,Navpress,Jean Fleming,英文,見證
White,EE0006,Nests above the abyss,1,An Omf book,Isobel Kuhn,英文,見證
White,EE0007,Joni Eareckson,1,Library of Congress Cataloging in Publication Data,Joni Eareckson,英文,見證
White,EE0008,No Turning Back,1,Marshall Picking,Jan Pitt and Dan Wooding,英文,見證
Orange,FC0001,花生福音,1,基督教文藝出版社,  ,中文,佈道
Orange,FC0002,一千個怎麼辦,2,海天書樓,葛培理著 余也魯譯,中文,佈道
Orange,FC0003,耶穌是誰,1,晨星出版社,王明道著,中文,佈道
Orange,FC0004,羅馬路佈道法（學員本）,6,沙田浸信會,沙田浸信會,中文,佈道
Orange,FC0005,把別人介紹給主,7,福音證主協會出版部,李德爾著 胡問憲譯,中文,佈道
Orange,FC0006,豆豆福音,1,基督教文藝出版社,蕭脫特著 蘇恩佩譯,中文,佈道
Orange,FC0007,原來如此—信仰問題解答1,1,救世傳播協會,陳莎莉,中文,佈道
Orange,FC0008,原來如此—信仰問題解答2,1,救世傳播協會,陳莎莉,中文,佈道
Orange,FC0009,原來如此—信仰問題解答3,1,救世傳播協會,陳莎莉,中文,佈道
Orange,FC0010,原來如此—信仰問題解答4,1,救世傳播協會,陳莎莉,中文,佈道
Orange,FC0011,佈道生活化,1,亞洲歸主協會香港分會,艾偉傳著,中文,佈道
Orange,FC0012,如何領人歸向基督,1,宣道出版社,叨雷著,中文,佈道
Orange,FC0013,怎樣與回教徒分享福音？,1,Light of Life,Iskander Jadeed,中文,佈道
Orange,FC0014,實用個人佈道手冊,1,宣道出版社,余俊銓著,中文,佈道
Orange,FC0015,佈道大計,1,香港亞洲歸主協會,高爾文著,中文,佈道
Orange,FC0016,豆豆比喻,1,基督教文藝出版社,蕭脫特著 周天和譯,中文,佈道
Orange,FC0017,自我與人生,1,突破出版社,邱提鴒等,中文,佈道
Orange,FC0018,大能的彰顯,1,基督傳萬邦,布永康著 楊子江譯,中文,佈道
Orange,FC0019,當代福音策略,1,校園書房出版社,彼特森著 恩邑譯,中文,佈道
Orange,FE0001,Life-style Evangelism,1,Marshalls,Joseph Aldrich,英文,佈道
Yellow,GC0001,音樂百寶箱,1,財團法人基教宇宙光出版社,鄭又慧,中文,家庭、兩性關係
Yellow,GC0002,家庭學狂想,1,突破出版社,楊牧谷,中文,家庭、兩性關係
Yellow,GC0003,家庭學狂想2,1,突破出版社,楊牧谷,中文,家庭、兩性關係
Yellow,GC0004,反判與成長 身分的危機與尋覓,1,突破出版社,郭少棠,中文,家庭、兩性關係
Yellow,GC0005,迎接小生命,1,天道書樓有限公司,高爾文,中文,家庭、兩性關係
Yellow,GC0006,愛兒成長,1,福音證主協會,婚姻及兒童啟導中心選輯,中文,家庭、兩性關係
Yellow,GC0007,愛之語,1,中國主日學協會,蓋瑞．巧門,中文,家庭、兩性關係
Yellow,GC0008,如何建立孩子的靈性與品德,1,大光書房出版社,布魯斯．納蘭摩爾,中文,家庭、兩性關係
Yellow,GC0009,如何教養青少年,1,大光書房出版社,拜倫．亞理傑,中文,家庭、兩性關係
Yellow,GC0010,單親家庭的成長,1,基督教家庭服務中心,基督教家庭服務中心,中文,家庭、兩性關係
Yellow,GC0011,開心家庭啟示錄,1,突破出版社,阿濃,中文,家庭、兩性關係
Yellow,GC0012,異鄉情,1,卓越書樓,溫偉耀著,中文,家庭、兩性關係
Yellow,GC0013,幸福家庭的祕訣,1,聖經印贈會,不詳,中文,家庭、兩性關係
Yellow,GC0014,教子成功的祕訣,1,美國福音證主協會,蘇緋雲博士著,中文,家庭、兩性關係
Yellow,GC0015,誰是一家之主 —– 基督代家庭,1,中國神學研究院,萬崇仁牧師,中文,家庭、兩性關係
Yellow,GC0016,蓬萊是我家,1,天道書樓有限公司,羅錫為、羅文錫祺合著,中文,家庭、兩性關係
Yellow,GC0017,人生大事,1,基督教文藝出版社,梅士著,中文,家庭、兩性關係
Yellow,GC0018,基督徒與婚姻,1,宣道書局出版,王明道著,中文,家庭、兩性關係
Yellow,GC0019,結伴同行,1,福音證主協會,陳李穎著.湛清譯,中文,家庭、兩性關係
Yellow,GC0020,從未遇上的女性,1,突破出版社,溫淑芳著,中文,家庭、兩性關係
Yellow,GC0021,我願意,1,福音證主協會,蔡伯訏原著 周李玉珍譯,中文,家庭、兩性關係
Yellow,GC0022,我該結婚嗎?,1,校園書房出版社,史密斯著 楊淑智譯,中文,家庭、兩性關係
Yellow,GC0023,雌雄難辯,1,突破出版社,何潔貞等著,中文,家庭、兩性關係
Yellow,GC0024,家庭性教育,1,財團法人基督教中國主日學協會出版部,雷克斯．強生,中文,家庭、兩性關係
Yellow,GC0025,家庭性教育,1,大光書房出版部,梅瑪麗,中文,家庭、兩性關係
Yellow,GC0026,寫給主的女兒,1,種籽出版社,尤珍妮.柏拉絲著 馮智玲譯,中文,家庭、兩性關係
Yellow,GC0027,陽春的微笑,1,種籽出版社,  ,中文,家庭、兩性關係
Yellow,GC0028,單身的挑戰,1,校園書房出版社,崔弗．巴特里著 鄭瑞菁譯,中文,家庭、兩性關係
Yellow,GC0029,交友指南針,1,突破出版社,黃惠貞編,中文,家庭、兩性關係
Yellow,GC0030,交友,1,突破出版社,譚秀薇 詹維明著,中文,家庭、兩性關係
Yellow,GC0031,建立良好的人際關係,2,角聲出版社,李察‧拿利著 盧愛珍譯,中文,家庭、兩性關係
Yellow,GC0032,更深的合一,1,天道書樓有限公司,麥偉恩著 何潔瑩譯,中文,家庭、兩性關係
Yellow,GC0033,母子倩．母子結,1,突破出版社,區祥江,中文,家庭、兩性關係
Yellow,GC0034,從未遇上的男性,1,突破出版社,區祥江,中文,家庭、兩性關係
Yellow,GC0035,管教愛兒有妙方,1,福音證主協會,蔡貝蒂,中文,家庭、兩性關係
Yellow,GC0036,圓圈的兩半,2,突破出版社,譚秀薇等著,中文,家庭、兩性關係
Yellow,GC0037,幸福家庭的祕訣,1,聖經印贈會,不詳,中文,家庭、兩性關係
Yellow,GC0038,在轉動的地毯上跳舞,1,突破出版社,蔡元雲等著,中文,家庭、兩性關係
Yellow,GC0039,愛情偵測站,1,突破出版社,黃麗燕等,中文,家庭、兩性關係
Yellow,GC0040,為甚麼兒童會有不良行為？,1,大光書房出版,布魯斯．納蘭摩爾,中文,家庭、兩性關係
Yellow,GC0041,家庭協奏曲,1,福音證主協會,吳李金麗著,中文,家庭、兩性關係
Yellow,GC0042,做個快活有情人,1,突破出版社,何玉燕,中文,家庭、兩性關係
Yellow,GC0043,幸福人生小百科,1,突破出版社,詹姆斯 道森,中文,家庭、兩性關係
Yellow,GC0044,福音與快活人 從聖經真理看同性戀行為,1,天道書樓有限公司,甘奇爾,中文,家庭、兩性關係
Yellow,GC0045,相知相交戀愛中,1,天道書樓有限公司,李保羅、李榮鳳,中文,家庭、兩性關係
Yellow,GC0046,成為青少年心目中的大人物,1,橄欖基金會,喬懷德,中文,家庭、兩性關係
Yellow,GC0047,堅靱的愛,1,大光書房出版,詹姆斯 道森,中文,家庭、兩性關係
Yellow,GC0048,「性教育」行動綱領 修訂篇,1,香港家庭計劃指導會,,中文,家庭、兩性關係
Yellow,GC0049,彼此了解,1,證道出版社,杜尼耶著 周增祥譯,中文,家庭、兩性關係
Yellow,GC0050,愛妳一生-- 如何成為理想丈夫,1,中國主日學協會,哈瑪麗著 章福卿譯,中文,家庭、兩性關係
Yellow,GC0051,更深的合一 基督徒的婚姻關係,2,天道書樓有限公司,麥偉恩著 何潔瑩譯,中文,家庭、兩性關係
Yellow,GC0052,101法進入你丈夫太太的心中,1,橄欖基金會,亞羅絲，亞尼克著,中文,家庭、兩性關係
Yellow,GC0053,與青少年坦誠交談,1,大光書房出版,詹姆斯 道森,中文,家庭、兩性關係
Yellow,GC0054,如夫妻坦誠交談,1,大光書房出版,詹姆斯 道森,中文,家庭、兩性關係
Yellow,GC0055,白頭偕老知多少手册,1,證道出版社,蓋時珍著 范海燕譯,中文,家庭、兩性關係
Yellow,GC0056,白頭偕老知多少,1,證道出版社,蓋時珍著 范海燕譯,中文,家庭、兩性關係
Yellow,GC0057,如何向丈夫傳福音？,1,大光書房出版,喬貝莉著 卓芬珠譯,中文,家庭、兩性關係
Yellow,GC0058,如何重建離婚後的生活,1,大光書房出版,吉姆 史摩克著 何露薏譯,中文,家庭、兩性關係
Yellow,GC0059,婚姻家庭工作靈裡生活,1,美國活泉出版社,鍾馬田著 鍾越娜譯,中文,家庭、兩性關係
Yellow,GC0060,破除離婚的迷思,1,大光書房出版,卡爾 朗尼著 馮錫明譯,中文,家庭、兩性關係
Yellow,GC0061,性教育家長手册 ,2,香港家庭計劃指導會,--,中文,家庭、兩性關係
Yellow,GC0062,活力跳豆 創意家庭崇拜手册,1,福音證主協會,吳李金麗著,中文,家庭、兩性關係
Yellow,GC0063,如何按照聖經教養你的孩子,2,橄欖基金會,華德韓力森著 吳文秋/蔡金玲著,中文,家庭、兩性關係
Yellow,GC0064,家--教會的縮影,1,證道出版社,蓋時珍著 古樂人譯,中文,家庭、兩性關係
Yellow,GC0065,精彩的基督化家庭,2,合福傳播中心,蘇文隆著,中文,家庭、兩性關係
Yellow,GC0066,婚姻--兩性生活,1,基督教文藝出版社,黎希夫婦著,中文,家庭、兩性關係
Yellow,GC0067,如何抓住你妻子的心？,1,橄欖基金會,蓋瑞．史邁勒,中文,家庭、兩性關係
Yellow,GC0068,基督化家庭的恢復(上),1,橄欖基金會,桑得福夫婦著 陳屏英譯,中文,家庭、兩性關係
Yellow,GC0069,基督化家庭的恢復(下),1,橄欖基金會,桑得福夫婦著 陳屏英譯,中文,家庭、兩性關係
Yellow,GC0070,婚姻問題心理輔導,1,大光書房出版,何蓋瑞著 張鈞/吳際平 合譯,中文,家庭、兩性關係
Yellow,GC0071,上帝也寫羅曼史,1,校園書房出版社,艾瑞克及蕾絲莉,中文,家庭、兩性關係
Yellow,GC0072,約會你我祂,1,雅歌出版社,克里斯多夫‧胡森等,中文,家庭、兩性關係
Yellow,GC0073,約會 The One,1,天窗出版社,林笑岏,中文,家庭、兩性關係
Yellow,GC0074,女人有寶﹗,1,宣道出版社,達蘭妮‧薩拉,中文,家庭、兩性關係
Yellow,GC0075,我們戀愛吧﹗,2,道聲出版社,朴秀雄,中文,家庭、兩性關係
Yellow,GC0076,為約會立界線,2,                            ,亨利‧克勞德博士，約翰‧湯森德博士,中文,家庭、兩性關係
Yellow,GC0077,好女人靈慾戀曲,1,天道書樓有限公司,埃思里奇、阿特伯恩博士,中文,家庭、兩性關係
Yellow,GC0078,好女人靈慾戀曲(青年篇),2,天道書樓有限公司,埃思里奇、阿特伯恩博士,中文,家庭、兩性關係
Yellow,GC0079,好男人性戰實錄,2,天道書樓有限公司,阿特伯恩、史特加,中文,家庭、兩性關係
Yellow,GC0080,好男人性戰實錄 (青年篇),1,天道書樓有限公司,阿特伯恩、史特加,中文,家庭、兩性關係
Yellow,GC0081,恩愛綿綿,1,福音證主協會,證主培訓中心,中文,家庭、兩性關係
Yellow,GC0082,當男孩遇上女孩,2,中國學園傳道會出版部,約書亞．哈里斯,中文,家庭、兩性關係
Yellow,GC0083,基督徒父母加油站,1,播道神學院,馮志雄,中文,家庭、兩性關係
Yellow,GC0084,基督徒的婚姻觀,1,播道神學院,李日堂,中文,家庭、兩性關係
Yellow,GC0085,我心狂野,1,校園書房出版社,艾傑奇,中文,家庭、兩性關係
Yellow,GC0086,給父母的幸福秘笈,1,台福傳播中心,桑蒂．菲德翰、麗莎．萊斯,中文,家庭、兩性關係
Yellow,GC0087,給女人的幸福秘笈,2,台福傳播中心,桑蒂．菲德翰  ,中文,家庭、兩性關係
Yellow,GC0088,性，不是問題﹗,1,中國學園傳道會出版部,約書亞．哈里斯,中文,家庭、兩性關係
Yellow,GC0089,男生幫最難的考題,1,校園書房出版社,柏比爾．邵瑞迪,中文,家庭、兩性關係
Yellow,GC0090,體驗愛．經驗尊重,1,天道書樓有限公司,埃格里斯,中文,家庭、兩性關係
Yellow,GC0091,一生愛主的第二代,1,美國福音證主協會,李道宏,中文,家庭、兩性關係
Yellow,GC0092,為主贏回第二代,1,美國福音證主協會,李道宏,中文,家庭、兩性關係
Yellow,GC0093,孩子不同需要不同,1,中國學園傳道會出版部,查爾士．包宜博士等合著,中文,家庭、兩性關係
Yellow,GC0094,家庭祭壇 活用十誡教材實作手册,1,橄欖出版有限公司,駱玫玲,中文,家庭、兩性關係
Yellow,GC0095,家庭祭壇親愛時光實作手册,1,橄欖出版有限公司,駱玫玲,中文,家庭、兩性關係
Yellow,GC0096,愛上100%Cool的男孩,1,突破出版社,小堯,中文,家庭、兩性關係
Yellow,GC0097,愛在交錯的年代,1,突破出版社,小林芳子,中文,家庭、兩性關係
Yellow,GC0098,一個不要愛情女孩,1,突破出版社,阿籬,中文,家庭、兩性關係
Yellow,GE0001,The Power Of a Prayer Parent,1,Harvest House,Stormie Omartian,英文,家庭、兩性關係
Yellow,GE0002,The Power of a Parent's Words,1,Regal Books,H. Norman Wright,英文,家庭、兩性關係
Yellow,GE0003,Chicken Soup for the Woman's Soup,1,"Health Communication, Inc","Jack Canfield, Mark Victor Hansen, Jennifer Read , Marci Shimoff",英文,家庭、兩性關係
Yellow,GE0004,My Preschooler ages three to Five,1,Thomas Nelson Publishers,Dr. Paul Warren,英文,家庭、兩性關係
Yellow,GE0005,My Toddler ages one to three,1,Thomas Nelson Publishers,Dr. Paul Warren,英文,家庭、兩性關係
Yellow,GE0006,"Mothers, Sons and Wives",1,Regal Books,H. Norman Wright,英文,家庭、兩性關係
Yellow,GE0007,Communication : Key to your marriage,1,Regal Books,H. Norman Wright,英文,家庭、兩性關係
Yellow,GE0008,Motherhood Stress,2,Zondervan Publishing House,Deborah Shaw Lewis with Gregg Lewis,英文,家庭、兩性關係
Yellow,GE0009,Kids in Danger,1,Alpha,Bill & Lynne Hybels,英文,家庭、兩性關係
Yellow,GE0010,Praying God's Word,1,Broadman & Holman Publishers,Beth Moore,英文,家庭、兩性關係
Yellow,GE0011,How to bild cofidence in your child,1,Hodder & Stoughton,Dr. James Dobson,英文,家庭、兩性關係
Yellow,GE0012,52 Simple Ways to build your child's self-esteem and confidence,1,Oliver-Nelson,Todd Temple,英文,家庭、兩性關係
Yellow,GE0013,52 Simple Ways to teach your child about God,1,Oliver-Nelson,Todd Temple,英文,家庭、兩性關係
Yellow,GE0014,Running your Children For Christ,1,Whitaker Hourse,Andrew Murray,英文,家庭、兩性關係
Yellow,GE0015,How To Really Love Your Child,2,Scripture Press,Dr. Ross Campbell,英文,家庭、兩性關係
Yellow,GE0016,How To Really Love Your Teenager,2,Scripture Press,Dr. Ross Campbell,英文,家庭、兩性關係
Yellow,GE0017,The Strong- willed Child,1,Tyndale House,Dr. James Dobson,英文,家庭、兩性關係
